username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
akarve,"Data, visualization, entrepreneurship—salted with Bitcoin and economics. CTO @QuiltData, manage data like code. YC S17.",https://t.co/0UM0LEhvJM,https://pbs.twimg.com/profile_images/1251218871182188544/RSFQ7ohJ_normal.jpg,"Mountain View, California",3067,1959,13865,2008-08-21 22:18:31,1499520729804509185,2022-03-03 23:02:56,0,7,,,['@Breedlove22'],"@Breedlove22 I'm worried that if the Fed (FOMC) starts buying Bitcoin, they'll eventually short it as well. We don't want Bitcoin captured by banks the way gold was.","I'm worried that if the Fed (FOMC) starts buying Bitcoin, they'll eventually short it as well. We don't want Bitcoin captured by banks the way gold was.",NEGATIVE,"['worried', 'eventually', 'short', 'captured', 'gold']"
FPlaveti,BA in Economics; MA in Political Science,,https://pbs.twimg.com/profile_images/1347728324697747459/W7U3XoAn_normal.jpg,,4945,832,4253,2019-05-31 17:42:12,1499515917981691906,2022-03-03 22:43:49,0,0,,,['@ProfitsTaken'],"@ProfitsTaken He said yesterday that the rate hike in March will be 0.25 and after that there will be 0.25 rate hikes at every FOMC meeting in 2022 and 2023.
He also said yesterday that the Fed reserve the right to go with 0.5 hikes whenever necessary.
And the market got up",He said yesterday that the rate hike in March will be 0.25 and after that there will be 0.25 rate hikes at every FOMC meeting in 2022 and 2023. He also said yesterday that the Fed reserve the right to go with 0.5 hikes whenever necessary. And the market got up,POSITIVE,"['go with', 'rate', 'hike', 'reserve']"
steveinnes123,"Avid Golfer, Runner & Trader 🏌🏼‍♂️🏃📈 ""Sit on your hands if you don't know what to do"" Former  Bank Trader living in #Thailand 🇹🇭  #GoIrish ☘",https://t.co/jddNoPjijZ,https://pbs.twimg.com/profile_images/1498110584298274816/QswrKZEm_normal.jpg,hua hin,1401,3824,90,2009-03-28 21:47:08,1499505517928267776,2022-03-03 22:02:29,1,2,['https://t.co/CcJWFrVW2t'],,,We are in the midst of the largest 2-week move higher in BCOM Index going back to at least 2010. It does seem reasonable to surmise that the Fed’s inflation problem has gotten a hell of a lot worse. #ratehikefever #inflation #FOMC #commodity https://t.co/CcJWFrVW2t,We are in the midst of the largest 2-week move higher in BCOM Index going back to at least 2010. It does seem reasonable to surmise that the Feds inflation problem has gotten a hell of a lot worse. ratehikefever inflation FOMC commodity,NEGATIVE,"['commodity', 'midst', 'largest', 'move', 'index', 'reasonable', 'surmise', 'inflation', 'problem', 'hell', 'worse']"
mikeroche,"20yrs designing and servicing Industrial networks,  Industrial CyberSecurity ISA/IEC 62443 Certified,  #Bitcoin ⚡ Full  Node operator.",,https://pbs.twimg.com/profile_images/1380683510512508933/7UK3pkm__normal.jpg,,1381,716,17001,2009-04-02 00:10:48,1499503689802862603,2022-03-03 21:55:13,14,0,"['https://t.co/31xqgJNXHg', 'https://t.co/WUDGwNEcXZ']",,,"13 days until the Fed Decision®

https://t.co/31xqgJNXHg https://t.co/WUDGwNEcXZ",13 days until the Fed Decision,NEGATIVE,"[NOT 'tile', 'decision']"
TheOriginlStryx,"Washed up Gamer.

Former: @OnsightLLC @Lethalxlegends_ @PulseHQ_ (LethalGaming)

#BTC Holder",,https://pbs.twimg.com/profile_images/1499571877685207045/DcKSSRb9_normal.jpg,"Swanton, VT",4895,1321,7320,2017-02-04 05:38:16,1499681158329778176,2022-03-04 09:40:25,295,0,,,,JUST IN: Fed Chair Jerome Powell says it’s possible to have more than one global reserve currency.,JUST IN Fed Chair Jerome Powell says its possible to have more than one global reserve currency.,POSITIVE,"['possible', 'reserve', 'currency']"
ralvine,Former Banker and now President of the Premier Auto Group in CT - Proudly employs more than 175 amazing individuals in four organizations in Connecticut.,https://t.co/ken8Vij9TI,https://pbs.twimg.com/profile_images/810548100205080576/n0opGf2Y_normal.jpg,"Branford, CT",3537,959,13333,2009-02-27 19:01:51,1499680950304886786,2022-03-04 09:39:35,0,0,['https://t.co/b26T3m9Dlf'],,,Fed Chairman Jerome Powell discusses rate-rise plans with Senate lawmakers https://t.co/b26T3m9Dlf,Fed Chairman Jerome Powell discusses rate-rise plans with Senate lawmakers,POSITIVE,"['chairman', 'discuss', 'rate', 'rise', 'plans', 'senate']"
FlossObama,"Longtime @JimiHendrix Fan. @Columbia Alumnus. Political Scientist, Geopolitics Consultant, and Aspiring Media Critic. Proudly Alt-Middle, Think For Yourself.",,https://pbs.twimg.com/profile_images/1423328669695680517/O5c7oaRy_normal.jpg,"Washington, DC. ",6753,25614,31018,2009-04-18 19:22:49,1499673368106311680,2022-03-04 09:09:28,2,0,['https://t.co/FNkV7dOtn6'],,,"""We should have moved earlier,"" says the man (Jerome Powell), who still hasn't moved and won't move as far as he could and should. Great. 
 https://t.co/FNkV7dOtn6","""We should have moved earlier,"" says the man (Jerome Powell), who still hasn't moved and won't move as far as he could and should. Great.",POSITIVE,"['man', NOT 'moved', 'early', NOT 'move', 'great']"
Michael_Jeff_,"💻CEOⓂ
📊Forex|Crypto|Trading
💼Account Manager
🕐24 Hours Trading
📉Twitter 
📱Ant  Miner 🐜 
👨‍💻Bitcoin Only
DM ME TO GET STARTED",,https://pbs.twimg.com/profile_images/1434812817501163521/rHJdvwXJ_normal.jpg,United Kingdom,1326,1162,12069,2021-03-12 16:01:16,1499672278816145408,2022-03-04 09:05:08,36,0,['https://t.co/EroqvUtQ3H'],,,Fed chair Jerome #Powell discussed the Russian invasion of Ukraine noting that the “implications for the U.S. #economy are highly uncertain.” https://t.co/EroqvUtQ3H,Fed chair Jerome Powell discussed the Russian invasion of Ukraine noting that the implications for the U.S. economy are highly uncertain.,POSITIVE,"['discuss', 'invasion', NOT 'implication', 'economy', 'uncertain']"
Michael_Jeff_,"💻CEOⓂ
📊Forex|Crypto|Trading
💼Account Manager
🕐24 Hours Trading
📉Twitter 
📱Ant  Miner 🐜 
👨‍💻Bitcoin Only
DM ME TO GET STARTED",,https://pbs.twimg.com/profile_images/1434812817501163521/rHJdvwXJ_normal.jpg,United Kingdom,1326,1162,12069,2021-03-12 16:01:16,1499671732831113220,2022-03-04 09:02:58,61,0,['https://t.co/EroqvUtQ3H'],,,"Fed chair Jerome #Powell discussed the Russian invasion of Ukraine, noting that the “implications for the U.S. #economy are highly uncertain.” https://t.co/EroqvUtQ3H","Fed chair Jerome Powell discussed the Russian invasion of Ukraine, noting that the implications for the U.S. economy are highly uncertain.",POSITIVE,"['discuss', 'invasion', NOT 'implication', 'economy', 'uncertain']"
YourNewsNet,More News. More Often.,https://t.co/FVpYIyunUD,https://pbs.twimg.com/profile_images/1047189908786372608/BDXaxonx_normal.jpg,United States,20,389,2739,2017-05-04 22:31:43,1499670991793913857,2022-03-04 09:00:01,0,0,['https://t.co/ozXw5o4Amq'],,,"Federal Reserve Chair Jerome Powell warned Thursday that Russia's invasion of Ukraine will likely further magnify the high inflation that has engulfed the U.S. economy.

https://t.co/ozXw5o4Amq",Federal Reserve Chair Jerome Powell warned Thursday that Russia's invasion of Ukraine will likely further magnify the high inflation that has engulfed the U.S. economy.,NEGATIVE,"['federal', 'reserve', 'warned', 'invasion', 'magnify', 'inflation', 'engulf', 'economy']"
NaomiFreebird,Economist interested in technology and development. Intrepid Mets fan and Japanese scotch lover.,,https://pbs.twimg.com/profile_images/1220730553965719554/Uw48tZfl_normal.jpg,"Frankfurt, Germany",259,531,2711,2008-04-16 06:42:25,1499669278924193792,2022-03-04 08:53:13,0,0,['https://t.co/WxBr0ajlwT'],,['@markets'],Fed Chair Jerome Powell says the Ukraine war accelerate China’s moves to develop alternatives to the current dollar-dominated international payments infrastructure. Been underway for years.  China LONG GAME. https://t.co/WxBr0ajlwT via @markets,Fed Chair Jerome Powell says the Ukraine war accelerate Chinas moves to develop alternatives to the current dollar-dominated international payments infrastructure. Been underway for years. China LONG GAME. via,POSITIVE,"['war', 'accelerate', 'develop', 'alternative', 'dollar', NOT 'ternate', 'infrastructure', 'game']"
stockfigures24,📉Trading & Financial News Takeaway📈,https://t.co/5KHSAFrd5S,https://pbs.twimg.com/profile_images/1377755605553799185/mFloebhS_normal.jpg,Bahamas,347,80,7729,2021-04-01 22:40:16,1499665215046053897,2022-03-04 08:37:04,0,0,['https://t.co/xCl6RehQ04'],,,economics: Fed Chair Jerome Powell says the Ukraine war could have the effect of accelerating China’s moves to develop alternatives to the current dollar-dominated international payments infrastructure https://t.co/xCl6RehQ04,economics Fed Chair Jerome Powell says the Ukraine war could have the effect of accelerating Chinas moves to develop alternatives to the current dollar-dominated international payments infrastructure,POSITIVE,"['economics', 'war', 'effect', 'develop', 'alternative', 'dollar', NOT 'ternate', 'infrastructure']"
WStrohmacher,Following mostly East Asian and South Asian news.  RTs=/= endorsements,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,4997,938,352939,2015-04-05 00:27:06,1499664605416677378,2022-03-04 08:34:39,1,0,['https://t.co/oxIpUTzpFZ'],,['@BloombergTV'],"Fed Jerome Powell’s points in the statement before the Committee on Financial Services, March 02, 2022, chart @BloombergTV https://t.co/oxIpUTzpFZ","Fed Jerome Powells points in the statement before the Committee on Financial Services, March 02, 2022, chart",POSITIVE,"['committee', 'chart']"
MoonOverlord__,$BTC | $ETH | $NFTs | bigdog.eth | cryptocurrency trader | resident slimebag | join @theonediscord,https://t.co/waY40rdBWx,https://pbs.twimg.com/profile_images/1491849633500381185/FsMmldPg_normal.jpg,,31,55,877,2022-01-25 23:21:34,1499662984414703616,2022-03-04 08:28:12,5,0,['https://t.co/Wn661nowtM'],,,"FED Jerome Powell : ""#inflation is transitory.""

Quote of the decade https://t.co/Wn661nowtM","FED Jerome Powell  ""inflation is transitory."" Quote of the decade",POSITIVE,"['inflation', 'transitory', 'quote', 'decade']"
AKPartiAkil,نعتقد أولئك الذين يبحثون عن الحقيقة. يشك أولئك الذين يزعمون أنهم وجدواها.,,https://pbs.twimg.com/profile_images/1131995848378855426/tIi9dvFl_normal.jpg,"Londra, Berlin, NewYork",213,490,195785,2017-06-21 09:13:58,1499659802745651202,2022-03-04 08:15:33,3,0,"['https://t.co/FgTir9DsZY', 'https://t.co/nuX5sf2uar']",,,"Russia's war on Ukraine is likely to raise inflation and lower investment, energy prices to affect US economy in form of higher inflation in short term, US Federal Reserve Chair Jerome Powell said https://t.co/FgTir9DsZY https://t.co/nuX5sf2uar","Russia's war on Ukraine is likely to raise inflation and lower investment, energy prices to affect US economy in form of higher inflation in short term, US Federal Reserve Chair Jerome Powell said",POSITIVE,"['in form', 'war', 'raise', 'inflation', 'lower', 'investment', 'energy', 'affect', 'economy', 'short', 'federal', 'reserve']"
james_mponye,Am friendly,,https://pbs.twimg.com/profile_images/1475754068282912773/H-ToQvUX_normal.jpg,,399,124,6858,2021-12-23 13:05:33,1499656398808010755,2022-03-04 08:02:02,2,0,['https://t.co/6YsmIR4bRm'],,,"U.S. Fed Chairman Jerome Powell said that the Russia-Ukraine conflict was likely to push up inflation, he told the Senate Banking Committee Thursday, adding that “it’s going to be appropriate for us to proceed along the lines we had in mind before the Ukraine invasion happened.” https://t.co/6YsmIR4bRm","U.S. Fed Chairman Jerome Powell said that the Russia-Ukraine conflict was likely to push up inflation, he told the Senate Banking Committee Thursday, adding that its going to be appropriate for us to proceed along the lines we had in mind before the Ukraine invasion happened.",POSITIVE,"['chairman', 'conflict', 'push', 'inflation', 'tolde', 'senate', 'committee', 'add', 'appropriate', 'proceed', 'mind', 'invasion', 'hap']"
buzzsubash,Data storage architect@HPE. FnO Trader. Investor.,,https://pbs.twimg.com/profile_images/1419272577285906432/dBRv49hh_normal.jpg,Singapore,136,1694,266805,2009-12-27 13:36:09,1499649931811852289,2022-03-04 07:36:20,2,0,,,,"US Market Rises

#DowJones rises more than 700 point despite rising oil prices, Fed #chairman Jerome Powell Indicates 0.25% hike in Interest rates in march .

#StocksToBuy 
#StockMarketindia 
#nifty50 
#Niftybank","US Market Rises DowJones rises more than 700 point despite rising oil prices, Fed chairman Jerome Powell Indicates 0.25% hike in Interest rates in march . StocksToBuy StockMarketindia nifty50 Niftybank",POSITIVE,"['interest rate', 'rises', 'rising', 'oil', 'chairman', 'hike']"
XRPONEPERCENTER,1percenterxrp,,https://pbs.twimg.com/profile_images/1493397839036051456/0GRH6nBj_normal.jpg,United States,1726,286,2441,2020-04-10 07:44:06,1499649585022709764,2022-03-04 07:34:57,24,0,['https://t.co/qXtFhuUHh6'],,,Fed Chair Jerome Powell says the Ukraine war could have the effect of accelerating China’s moves to develop alternatives to the current dollar-dominated international payments infrastructure https://t.co/qXtFhuUHh6,Fed Chair Jerome Powell says the Ukraine war could have the effect of accelerating Chinas moves to develop alternatives to the current dollar-dominated international payments infrastructure,POSITIVE,"['war', 'effect', 'develop', 'alternative', 'dollar', NOT 'ternate', 'infrastructure']"
Perry_onn,"Survival or destruction,it's a question",,https://pbs.twimg.com/profile_images/1475737951703547905/b_IXh80q_normal.jpg,"London, Ontario",3,4,307,2021-12-17 09:40:32,1499641394092441600,2022-03-04 07:02:24,0,0,,,,"Fed Chairman Jerome Powell threw the U.S. dollar under the bus last week at the central bank’s annual Jackson Hole, Wyoming, meeting.","Fed Chairman Jerome Powell threw the U.S. dollar under the bus last week at the central banks annual Jackson Hole, Wyoming, meeting.",NEGATIVE,"['chairman', 'dollar', NOT 'bus', 'hole']"
buzzsubash,Data storage architect@HPE. FnO Trader. Investor.,,https://pbs.twimg.com/profile_images/1419272577285906432/dBRv49hh_normal.jpg,Singapore,136,1694,266805,2009-12-27 13:36:09,1499638803459457025,2022-03-04 06:52:07,3,0,,,['@sapna4sure'],"RT @sapna4sure: US Market Rises

#DowJones rises more than 700 point despite rising oil prices, Fed #chairman Jerome Powell Indicates 0.25% hike in Interest rates in march .

#StocksToBuy 
#StockMarketindia 
#nifty50 
#Niftybank"," US Market Rises DowJones rises more than 700 point despite rising oil prices, Fed chairman Jerome Powell Indicates 0.25% hike in Interest rates in march . StocksToBuy StockMarketindia nifty50 Niftybank",POSITIVE,"['interest rate', 'rises', 'rising', 'oil', 'chairman', 'hike']"
FacksFactory,"WelcomTo BeingGoodSchl; Note: Y Won't Be 1st To Get Rich;

CurrentAffairs/Careercentric-Motivator/A Regular Fellow/ Art$Sci/A RovingMind/Rtwt Is Not Aproval♟🐝",,https://pbs.twimg.com/profile_images/1431721957293178885/Rdbdml68_normal.jpg, 🌐_IS A BEES HOME ,1627,206,13172,2021-02-14 18:43:44,1499627470701662210,2022-03-04 06:07:05,6,0,['https://t.co/Bk3tjvZCMP'],,,"Federal Reserve Chairman Jerome Powell said that the central bank plans to raise interest rates for the first time in years this month despite the uncertainty about the devolving situation in Ukraine.

 https://t.co/Bk3tjvZCMP",Federal Reserve Chairman Jerome Powell said that the central bank plans to raise interest rates for the first time in years this month despite the uncertainty about the devolving situation in Ukraine.,POSITIVE,"['interest rate', 'federal', 'reserve', 'chairman', 'plans', 'raise', 'time', 'uncertainty', 'situate']"
